DATE,Colorado,Puerto_Libre,21230120,23060260,23065120,23060200,23060190
6/17/2005,1.79,1.69,0,0,0,0,0
6/18/2005,1.68,1.78,0,0,0,0,0
6/19/2005,1.62,1.7,0,0,0,0,0
6/20/2005,1.715,1.68,0,0,0,0,0
6/21/2005,1.625,1.625,0,0,0,0,0
6/22/2005,1.685,1.6,0,0,0,0,0
6/23/2005,1.81,1.59,0,0,0,0,0
6/24/2005,1.67,1.55,0,0,0,0,0
6/25/2005,1.635,1.51,0,0,0,0,0
6/26/2005,1.72,1.485,0,0,0,0,0
6/27/2005,1.745,1.535,0,0,0,0,0
6/28/2005,1.65,1.5,0,8.5,0.2,0,0
6/29/2005,1.67,1.495,0,0,0,0,12.5
6/30/2005,1.685,1.5,0.5,0,0.1,0,0
7/1/2005,1.485,1.61,0,0,0,0,0
7/2/2005,1.485,1.585,0,0,0,0,0
7/3/2005,1.465,1.525,7.8,13.9,0,20.8,16
7/4/2005,1.45,1.615,0,0,0.3,0,0
7/5/2005,1.475,1.585,20.5,0,18,24,0
7/6/2005,1.55,1.625,0,0,0.2,0,0
7/7/2005,1.52,1.705,0,0,0,0,0
7/8/2005,1.51,1.82,0,0,0,0.5,0
7/9/2005,1.395,1.735,0,0,0,0.6,0
7/10/2005,1.37,1.7,0,0,0,0,0
7/11/2005,1.365,1.61,0,0,0,0,0
7/12/2005,1.34,1.525,0,0,0.4,0,0
7/13/2005,1.35,1.47,26,12.4,1,0,10
7/14/2005,1.355,1.42,1.2,0,0.3,0,12.2
7/15/2005,1.455,1.42,6.6,13.1,0,0,31
7/16/2005,1.59,1.67,89.2,47.2,0,1.9,0
7/17/2005,1.59,1.5,1,8.4,0,0,0
7/18/2005,1.455,1.875,0,0,0,0,0
7/19/2005,1.485,1.7,0,0,0,0,0
7/20/2005,1.465,1.635,0,0,0,0,0
7/21/2005,1.46,1.52,0,0,0,0,0
7/22/2005,1.38,1.46,1.3,0,0,0,0
7/23/2005,1.38,1.4,0,0,0,0,0
7/24/2005,1.37,1.4,0,0,0,0,0
7/25/2005,1.375,1.335,0,0,0,0,0
7/26/2005,1.38,1.3,0,0,0,0,0
7/27/2005,1.34,1.295,0,0,0,0,0
7/28/2005,1.35,1.3,0,0,0,0,0
7/29/2005,1.365,1.31,0,0,0,0,0
7/30/2005,1.355,1.305,0,0,0,0,0
7/31/2005,,1.26,0,0,0,0,0
8/1/2005,1.365,1.255,0,0,0,0,0
8/2/2005,1.345,1.25,0,0,0,0,0
8/3/2005,1.37,1.2,0,0,0.2,0,0
8/4/2005,1.365,1.2,0,0,0,0,0
8/5/2005,1.35,1.16,0,0,0,0,0
8/6/2005,1.33,1.15,0,0,0,0,0
8/7/2005,1.315,1.18,0,0,0,0,0
8/8/2005,1.32,1.15,4.2,0,0.2,0,0
8/9/2005,1.36,1.16,0,0,0,0,0
8/10/2005,1.375,1.155,0,0,0,0,0
8/11/2005,1.375,1.16,0,0,0.3,0,0
8/12/2005,1.355,1.16,0,0,0,0,0
8/13/2005,1.375,1.17,0,0,0,0,2.8
8/14/2005,1.345,1,8,48.5,0.2,9.2,0
8/15/2005,1.385,0.935,2,0,0.4,1.1,0
8/16/2005,1.365,0.955,0,2.9,0.2,0,0
8/17/2005,1.36,0.875,0,0,0,0,0
8/18/2005,1.36,0.81,1,0.5,0,2.4,0
8/19/2005,1.36,1.135,0,0,0,0,0
8/20/2005,1.36,1.19,0,0,0,0,0
8/21/2005,1.345,1.25,0,0,0,8.5,0
8/22/2005,1.385,1.325,30,9.3,0.3,,0
8/23/2005,1.365,1.405,6,0.6,0.6,,10.6
8/24/2005,1.42,1.32,3.5,0,0,,0
8/25/2005,1.43,1.34,1,0,0,5.3,0
8/26/2005,1.38,1.405,0,0,0,0,0
8/27/2005,1.435,1.295,2,11,0,0.3,0
8/28/2005,1.35,1.235,1.5,2,0.4,0,0
8/29/2005,1.35,1.16,0,8.8,0,0,0
8/30/2005,1.34,1.8,4,9.4,16,24.3,5.5
8/31/2005,1.375,1.26,0,0,0,0,0
9/1/2005,1.365,1.495,0,0,0,0,0
9/2/2005,1.41,1.425,0,0,0.4,0,0
9/3/2005,1.385,1.385,0,0,0,0,11.5
9/4/2005,1.375,1.345,0,2.5,0,0,4.4
9/5/2005,1.37,1.65,0,0,0,0,0
9/6/2005,1.34,1.745,0,0,0,0,0
9/7/2005,1.35,1.6,0,0,0.7,0.4,0
9/8/2005,1.345,1.475,0,0,0,0,0
9/9/2005,1.365,1.45,0,0,0,0,0
9/10/2005,1.355,1.32,0,0,0,0,0
9/11/2005,1.345,1.205,0,0,0,0,0
9/12/2005,1.365,1.185,0,0,0,0,0
9/13/2005,1.345,1.16,0,0,0.3,1.8,0
9/14/2005,1.315,1.435,0,0,0,0,0
9/15/2005,1.36,1.34,0,0,0,0,0
9/16/2005,1.38,1.21,0,0,0,0,0
9/17/2005,1.36,1.235,0,0,0,0,0
9/18/2005,1.345,1.17,0,0,0,0,0
9/19/2005,1.345,1.06,0,0,0,0,0
9/20/2005,1.325,0.945,0,0,0,0,2.2
9/21/2005,1.315,0.985,5.1,2.7,22.6,4,3.8
9/22/2005,1.41,1,34,9.3,0,4,0
9/23/2005,1.5,1.335,5,2,4.3,5,5.5
9/24/2005,1.465,1.53,40.6,3.2,0.5,5.1,10
9/25/2005,1.5,1.595,0.7,0,7.5,0.4,3.8
9/26/2005,1.57,1.905,0,5.1,29,16.1,0
9/27/2005,1.65,2.06,12.9,4.6,7.1,20.4,14.3
9/28/2005,2.345,1.92,1,1.1,7.5,10,0
9/29/2005,2.5,2.045,0,0,1.2,1,2.9
9/30/2005,2,1.705,8,3.4,20,0,15
10/1/2005,1.89,2.55,0,7.9,0.5,0,0
10/2/2005,1.695,1.77,13.2,1.6,4.5,3.3,0
10/3/2005,1.75,1.41,19.3,4.7,0,0,0
10/4/2005,1.615,2.25,0,0.5,17,4.2,1.6
10/5/2005,1.61,1.645,4.5,10.7,7,32,3.6
10/6/2005,1.635,1.46,3.5,0,48,23.6,0
10/7/2005,1.915,1.705,0,0,0,0,0
10/8/2005,1.735,1.77,16,0,0.2,0,2.8
10/9/2005,1.73,1.765,5,9.7,10.6,16.7,0
10/10/2005,1.8,1.81,4.5,5.1,11.6,8.7,4.5
10/11/2005,1.995,2.79,5.3,0.6,0,0.4,2.2
10/12/2005,1.74,1.835,5,11,7,4.7,5
10/13/2005,2.505,2.06,15,65.9,7,9.1,63
10/14/2005,2.565,1.975,0,2.3,2.3,2.4,0
10/15/2005,2.385,2.125,57.3,26,20,5.4,30
10/16/2005,2.38,2.035,20,11,3.3,34.3,13
10/17/2005,2.485,2.06,0,0,0,0,90
10/18/2005,2.325,2.525,1,0,0,0,0
10/19/2005,1.985,2,0,0,0,0,0
10/20/2005,2.22,,0,0.5,0,0,1.8
10/21/2005,1.925,,35.7,26.7,23,52.1,31
10/22/2005,2.95,,0,16.3,20,4.5,48
10/23/2005,2.985,,46.8,37.9,33.7,50,4.5
10/24/2005,5.19,,15,23.1,10,13.1,60
10/25/2005,3.315,,28,0,0.3,1.2,0
10/26/2005,2.93,,1,2.5,4.3,20,0
10/27/2005,3.14,,10,23.1,50,20.1,7.5
10/28/2005,4.38,,57,1.1,10.8,3.9,21.5
10/29/2005,3.575,,12,19.1,17.9,30,28.5
10/30/2005,4.29,,15,11.2,20,12.3,2.2
10/31/2005,3.18,,0,0,0,0,0
11/1/2005,2.735,3.02,0,0,0,0,0
11/2/2005,2.535,3.17,0,0,0,0,0
11/3/2005,2.465,2.83,1,1.9,0.6,37.3,0
11/4/2005,2.43,2.985,0,21.9,0.1,3.4,17.5
11/5/2005,3.625,2.9,0,2.1,3.4,20,0
11/6/2005,2.65,2.52,1.5,2.4,0.5,0.7,40
11/7/2005,2.64,3.225,0,0,0.1,0,0
11/8/2005,2.385,2.47,0,5.4,7.7,23,3.6
11/9/2005,2.56,3.045,17,7.1,12.7,7.8,13.5
11/10/2005,2.86,2.66,2,5.3,0,37.5,0
11/11/2005,3.095,3.125,2,11.5,25.5,0.9,3.9
11/12/2005,2.875,2.89,18,0,10.5,7,13.3
11/13/2005,2.69,3.3,1,0,0.2,0,0
11/14/2005,2.675,2.735,45,17.1,0.7,14.8,31
11/15/2005,3.235,3.66,9,24.4,7.6,30,12.2
11/16/2005,3.735,3.05,1,0,0.4,0,0
11/17/2005,3.305,2.895,3,0,0.4,0,0
11/18/2005,3.235,2.72,5,0,0,0,0
11/19/2005,2.92,2.42,0,0,11.2,3.3,0
11/20/2005,2.9,2.425,0,9.8,0.6,9.3,0
11/21/2005,2.455,2.17,24,41.2,7.3,10,30.5
11/22/2005,3.46,2.87,6.3,0,1.6,6,1.8
11/23/2005,2.745,2.515,4.1,4.9,24.6,16.1,0
11/24/2005,2.65,2.29,0,0,0,0,0
11/25/2005,2.47,2.325,0,0,16,14.5,0
11/26/2005,2.54,2.06,4.2,18.4,3.6,7.1,0
11/27/2005,2.395,2.365,0,0,0,0,0
11/28/2005,2.34,2.05,0,0,0,0,0
11/29/2005,2.235,1.995,0,0,0,0,0
11/30/2005,2.3,2,0,0,0,0,0
12/1/2005,2.12,2.04,0,0,8.1,2.7,0
12/2/2005,1.93,1.96,0,0,1.2,5.7,0
12/3/2005,1.96,1.925,0,0,10,8,0
12/4/2005,2.165,1.925,0,10.1,23,20.2,1.5
12/5/2005,2.045,1.995,0,0,3.3,53.5,0
12/6/2005,2.08,2.035,4.2,0,1.4,0,0
12/7/2005,1.875,2.025,7.7,0,13.4,5.6,0
12/8/2005,1.955,1.955,9.9,5.2,5,31.3,1.2
12/9/2005,2.035,2.105,0,0,0,0,0
12/10/2005,1.87,2.19,0,0,0,0,0
12/11/2005,1.78,2.205,6.2,1.9,0,0,0
12/12/2005,1.805,2.225,0,0,0,0,43
12/13/2005,2.26,2.255,10.6,7.1,4.8,6,0
12/14/2005,2.35,2.34,9.7,7.3,40.8,38.5,6
12/15/2005,2.355,2.185,0,0,3,31.8,0
12/16/2005,2.27,2.175,11.1,0,0,0.8,3.5
12/17/2005,2.25,1.985,0,26.7,1,0.2,0
12/18/2005,2.275,1.98,0,17.5,4.3,0.6,0
12/19/2005,1.99,1.97,0,5.2,,29.4,0
12/20/2005,2.215,1.955,7.5,22.2,0.3,0,23
12/21/2005,2.085,1.955,6,0,0.2,0.4,10.3
12/22/2005,2.105,1.995,16.5,0,2.1,10.5,0
12/23/2005,2.33,1.98,0,0.7,0.3,1.2,9.8
12/24/2005,2.11,2.295,0,0,1,0,0
12/25/2005,2.135,1.92,45.2,,6.1,4.9,0
12/26/2005,2.11,1.895,0,1.5,4.3,7.5,0
12/27/2005,1.97,1.95,0,0,0,0,0
12/28/2005,1.845,1.98,0,0,0,0,0
12/29/2005,1.815,2.31,0,0.4,16.1,27.2,0
12/30/2005,1.77,2.11,0,0,0,0,0
12/31/2005,1.74,2.125,0,0,3.4,1.5,0
1/1/2006,1.77,1.86,0,0,0,0,0
1/2/2006,1.755,1.81,0,0.9,3.2,0,0
1/3/2006,1.765,1.75,0,0.6,1.5,14.1,0
1/4/2006,1.845,1.945,0,0.5,12.7,2.2,0
1/5/2006,1.765,1.94,4,4.3,25,14.6,1.8
1/6/2006,1.845,1.955,0,20.2,8.8,11.6,1.5
1/7/2006,2.215,1.995,1.6,2.2,8.5,7.1,0
1/8/2006,2.175,2.375,0,20.9,7.9,14,7.8
1/9/2006,2.115,2.165,19.3,8.9,1.3,0.6,0
1/10/2006,2.125,2.17,0,0,6.5,25,0
1/11/2006,2.16,2.375,16.2,0,13.2,14.1,0
1/12/2006,2.26,2.315,0,0.4,30,2.2,9.5
1/13/2006,2.34,2.325,0,0,0,0,0
1/14/2006,2.01,2.305,13,0,0.5,0,6.5
1/15/2006,2.06,2.185,4.6,55.5,39.8,30,0
1/16/2006,2.095,2.18,4.2,2.4,0,0,0
1/17/2006,1.915,1.985,0,9.9,1,20,3.5
1/18/2006,2.075,1.98,0,0,0,0,0
1/19/2006,1.865,1.97,0,0,0,0,0
1/20/2006,1.805,1.955,0,0.7,16,5.4,0
1/21/2006,1.77,1.955,0,0,0.2,0,0
1/22/2006,1.725,1.995,0,0,0,0,0
1/23/2006,1.69,1.98,0,0,0,0,14.5
1/24/2006,1.725,2.295,0,0,0,0,21.6
1/25/2006,1.775,1.92,0,0,0,0,0
1/26/2006,1.715,1.895,0,0,0,0,0
1/27/2006,1.705,1.95,1,0,0,2,0
1/28/2006,1.7,1.98,2,0,30,0,0
1/29/2006,1.81,2.31,0,0,0,0,10
1/30/2006,2.115,2.11,5,5.4,0,0,0
1/31/2006,2.06,2.125,0,0,1.7,8.2,10
2/1/2006,1.935,2.1,2,0,0,0,12
2/2/2006,1.715,2.11,0,0,0,0,0
2/3/2006,1.84,2.485,0,2.4,0,0,0
2/4/2006,2.31,2.26,0,0,1.3,1.2,0
2/5/2006,1.86,2.12,0,3.9,7.6,17,0
2/6/2006,1.92,2.22,0,2.1,0.2,0,0
2/7/2006,1.775,2.085,0,0,5.3,5.5,0
2/8/2006,1.78,2.145,0,0,13.6,0,2.2
2/9/2006,1.7,1.98,0,5.7,1.1,9,4.7
2/10/2006,1.81,1.875,0,0,0,0,0
2/11/2006,1.855,1.845,0,12.5,0,0,0
2/12/2006,1.825,1.815,8,7.3,0.8,0,11.2
2/13/2006,1.895,1.97,0,12.9,2,8.3,0
2/14/2006,1.86,1.985,0,0.6,0.1,0,0
2/15/2006,1.8,2,6.5,2.8,0,30.4,2.2
2/16/2006,1.82,1.955,0,0,0,0,0
2/17/2006,1.815,1.885,0,0,4.7,5.1,0
2/18/2006,1.785,1.89,0,0,0,15.6,0
2/19/2006,1.93,1.875,0,0,0,5.5,0
2/20/2006,1.89,1.925,0,0,11.2,3,0
2/21/2006,1.905,1.81,0,4,1.7,35,0
2/22/2006,2.41,1.745,0,0,0,0,0
2/23/2006,1.945,1.81,0,4.1,0,0,0
2/24/2006,1.88,1.76,0,0,0,0,0
2/25/2006,1.85,1.725,0,2.6,0,0,0
2/26/2006,1.875,1.735,0,6.7,0,0.5,33.6
2/27/2006,2.46,2.575,6,15.6,0.2,15,0
2/28/2006,2.06,1.925,0,0,1.8,0,0
3/1/2006,1.925,1.92,0,0,1.3,0.4,0
3/2/2006,1.885,1.895,0,0,1.5,0,0
3/3/2006,1.995,1.96,0,0,34.6,6.7,2.2
3/4/2006,1.945,1.975,5,5.9,1.1,1,0
3/5/2006,2.125,2,5,0,0,0,1.8
3/6/2006,1.96,1.925,9,44.9,10.7,48.1,22
3/7/2006,2.41,2.235,6,0.9,0.9,1,0
3/8/2006,2.245,2.675,7,7.9,50.2,49.5,0
3/9/2006,3.165,2.845,5,1.9,10,7.1,3
3/10/2006,2.645,2.805,2,32.9,1.9,24,36
3/11/2006,2.89,2.55,9,9.9,2.3,14,37
3/12/2006,2.83,3.16,2,4.4,4.8,7.5,0
3/13/2006,2.6,2.095,4,0,2.5,22.7,0
3/14/2006,2.39,2.21,3,14.4,30,10.1,0
3/15/2006,2.775,2.42,2,9.4,20,30.4,15.5
3/16/2006,2.78,2.7,4,48.9,0.4,1,27
3/17/2006,2.69,2.845,70,33,7.1,2.5,34
3/18/2006,3.98,3.26,0,0,0.1,24,0
3/19/2006,2.83,2.4,0,80.6,0,14,0
3/20/2006,3.125,2.52,6,2.5,16,4,2.2
3/21/2006,2.805,2.525,0,0.8,0,3,10
3/22/2006,2.71,2.775,0,2.8,0,0,0
3/23/2006,2.57,2.53,6,20.3,27,24.5,3.2
3/24/2006,3.115,3.25,55,5.4,1.1,4.5,51
3/25/2006,3.24,3,2,0,5.4,0,0
3/26/2006,2.875,2.975,7,0.5,0,5.4,1.5
3/27/2006,2.575,2.81,0,0.3,0,0,0
3/28/2006,2.58,2.82,0,0,0,0,3
3/29/2006,2.405,2.705,0,0,0,0,0
3/30/2006,2.32,2.51,8,1,0.1,6,16.5
3/31/2006,2.66,3.05,0,0.8,15.5,3.5,0
4/1/2006,2.715,2.56,7,32,5.2,30,0
4/2/2006,3.26,2.89,8,0.3,10,1,0
4/3/2006,2.6,2.565,19,3,0.3,6.5,9
4/4/2006,3.04,3.435,18,24.5,25,23,23
4/5/2006,4.095,4.1,12,5.3,17,5.7,48.5
4/6/2006,3.93,3.85,6,6,0.9,16.5,0
4/7/2006,3.07,3.51,15,5.2,1.4,0.5,0
4/8/2006,2.88,3.165,2,4.6,0,25.5,0
4/9/2006,2.88,2.75,9,5.6,20,0,7.2
4/10/2006,2.775,3.025,6,5.3,16,2.9,0
4/11/2006,2.945,3.235,27,0,36,55.7,0
4/12/2006,3.43,4.315,30,7.2,10,22,0
4/13/2006,3.035,3.4,32.2,7.4,24,38.7,7.2
4/14/2006,3.61,3.55,0,0,0,0,15.5
4/15/2006,3.05,3.39,0,6.8,0,0.6,0
4/16/2006,2.82,2.99,1.5,1.1,0.1,0,0
4/17/2006,2.685,2.86,0,0,0.3,1.6,0
4/18/2006,2.575,2.745,14.5,3.4,20,44,6.9
4/19/2006,2.71,2.845,84.7,43.1,0,9,7.5
4/20/2006,4.49,3.6,0,0,0,0,0
4/21/2006,2.79,2.89,0,0,0,1.5,0
4/22/2006,2.635,2.605,0,0,0,0,0
4/23/2006,2.56,2.535,0,0,0,0.4,0
4/24/2006,2.495,2.26,0,0,0.2,0,0
4/25/2006,2.455,2.315,5,0,0,2.3,0
4/26/2006,3.115,2.71,14,47.6,23,50,12.5
4/27/2006,3.895,3.85,8,4.7,0.8,0,10
4/28/2006,3.165,3.95,5,9.9,0,5,0
4/29/2006,3.085,3.7,12,17.4,43,19,1.5
4/30/2006,3.045,3.55,8,0,0.8,3.5,0
5/1/2006,2.965,3.205,0,0.5,,5.5,
5/2/2006,2.91,3.355,0,3.7,,3.5,
5/3/2006,2.885,3.725,0,37.4,,22.6,
5/4/2006,3.185,3.22,8,14,6.7,50,
5/5/2006,3.43,3.415,13,6.4,2.7,30,
5/6/2006,3.31,4.42,30,5.6,3.5,20,
5/7/2006,3.535,4.21,17,61,17.5,29.4,
5/8/2006,4.395,4.675,15,33.8,16,42.5,
5/9/2006,4.355,4.85,10,6.5,8.5,6.5,
5/10/2006,3.585,4.375,0,1.9,3,30,
5/11/2006,3.165,3.67,17,6.3,7.7,15,
5/12/2006,3.55,3.925,0,13.1,5.2,24,
5/13/2006,2.925,3.66,0,0,0,0,
5/14/2006,2.715,3.17,0,0,0,0,
5/15/2006,2.59,3.095,0,0,0,0,
5/16/2006,2.5,2.91,0,0,9.4,4.3,
5/17/2006,2.73,2.635,0,2.2,12,4.5,
5/18/2006,2.48,2.78,0,0,20.4,0,
5/19/2006,2.335,2.64,3,16.2,0.4,15,
5/20/2006,2.44,2.99,25,74.2,9.5,20,
5/21/2006,2.66,2.845,2,0.5,12.5,24,
5/22/2006,2.455,2.9,0,0,0,0,
5/23/2006,2.46,2.505,0,0,0,0.5,
5/24/2006,2.25,3.065,0,0,0,0,
5/25/2006,2.19,2.505,0,0,0,0,
5/26/2006,2.14,2.505,0,0,0,0,
5/27/2006,2.14,2.5,0,0,0,2,
5/28/2006,2.06,2.425,0,0,14.4,0,
5/29/2006,2.05,2.6,0,1.7,0,0.5,
5/30/2006,2.075,2.175,0,0.9,0,16.5,
5/31/2006,2.03,2.075,0,0,0,0,
6/1/2006,1.97,2.325,0,12.3,0.8,11.3,9.5
6/2/2006,2.1,2.655,10,5.8,0.2,5,0
6/3/2006,2.16,2.46,20,0,0,9.5,8.3
6/4/2006,2.53,2.795,30,0.5,27,3.9,29.5
6/5/2006,2.63,4.5,15,33,0.7,30,39.5
6/6/2006,3.175,,8,0,0.8,4.2,17.5
6/7/2006,2.49,,7,0,0,16.6,7.5
6/8/2006,2.765,,6,2.7,0.5,6.5,0
6/9/2006,2.665,,5,0,0.4,0,0
6/10/2006,2.38,,10,4.3,0.6,9.7,5
6/11/2006,2.53,,6,4.4,0,13,2.5
6/12/2006,2.53,,0,0,0,0,0
6/13/2006,2.325,,5,0,0,1,0
6/14/2006,2.235,,6,6.9,18,0,5
6/15/2006,2.475,,0,0,0,0,0
6/16/2006,2.235,,5,0,0,0,0
6/17/2006,2.175,,0,0,0,0,0
6/18/2006,2.11,,0,0,0,0,0
6/19/2006,2.07,,0,0,0,0,0
6/20/2006,2.015,,0,1.4,0.3,2.5,0
6/21/2006,1.99,,0,0,0.1,4,0
6/22/2006,1.96,,0,0,0,0,0
6/23/2006,1.915,,0,0,0,0,0
6/24/2006,1.885,,0,0,0,0,0
6/25/2006,1.86,,0,0,0,0,0
6/26/2006,1.835,,0,0,0,0,0
6/27/2006,1.81,,0,0,0,0,0
6/28/2006,1.78,,0,0,0,0,0
6/29/2006,1.755,,0,0,0,0,0
6/30/2006,1.675,,0,0,0,1,0
7/1/2006,1.63,,0,0,0,0,0
7/2/2006,1.61,,0,0,0,,0
7/3/2006,1.6,,0,0,0,0,0
7/4/2006,1.595,,0,0,0,,0
7/5/2006,1.58,,0,0,0.4,0,0
7/6/2006,1.57,,0,0,0.1,0,0
7/7/2006,1.56,,0,0,0,0,0
7/8/2006,1.54,,0,0,0,0,0
7/9/2006,1.53,,0,0,0,0,0
7/10/2006,1.52,,0,0,0,0,0
7/11/2006,1.51,,0,0,0,0,0
7/12/2006,1.5,,0,0,0,0,0
7/13/2006,1.49,,0,0,0,0,0
7/14/2006,1.48,,3.5,4.9,4.7,10,0
7/15/2006,1.5,,0,0,0,0,0
7/16/2006,1.48,,0,0,0,0,0
7/17/2006,1.465,,0,0,0,0,0
7/18/2006,1.455,,0,0,0,0,0
7/19/2006,1.445,,0,0,0,0,0
7/20/2006,1.44,,0,0,0,0,0
7/21/2006,1.44,,0,0,0.4,0,0
7/22/2006,1.43,,0,0,0.6,0,0
7/23/2006,1.44,,7,1.9,0.2,1.5,0
7/24/2006,1.455,,0,1.4,0,0,0
7/25/2006,1.475,,0,0,0,0,0
7/26/2006,1.43,,5,0,0,0,1.8
7/27/2006,1.425,,6,28.4,4.4,5.5,5
7/28/2006,1.56,,0,2.8,0.3,11.2,14
7/29/2006,1.53,,0,0,0,0,0
7/30/2006,1.45,,0,0,0,0,0
7/31/2006,1.425,,0,0,0,0,0
8/1/2006,1.405,1.61,0,0,0,0,0
8/2/2006,1.385,1.57,0,0,0,0,0
8/3/2006,1.37,1.53,0,0,0,0,0
8/4/2006,1.36,1.51,0,0,0,0,0
8/5/2006,1.36,1.53,0,0,0,0,0
8/6/2006,1.35,1.55,0,0,0,0,0
8/7/2006,1.345,1.54,0,0,0,0,0
8/8/2006,1.35,1.56,0,0,0,0,0
8/9/2006,1.345,1.585,0,0,0,0,0
8/10/2006,1.34,1.555,0,0,0,1.1,0
8/11/2006,1.335,1.545,0,0,0,0,0
8/12/2006,1.33,1.525,0,0,0,0,0
8/13/2006,1.32,1.5,0,0,0,0,0
8/14/2006,1.31,1.51,0,0,0,0,0
8/15/2006,1.31,1.525,0,0,0,0,0
8/16/2006,1.305,1.7,0,0,0,0,0
8/17/2006,1.315,1.89,0,23.7,0,5.6,7.5
8/18/2006,1.395,2.385,0,0,9.2,4,0
8/19/2006,1.365,1.37,0,5.4,0.1,0,0
8/20/2006,1.345,1.455,0,0,0.1,0,0
8/21/2006,1.315,1.69,0,0,0,0,0
8/22/2006,1.305,1.775,0,0,0,0,0
8/23/2006,1.295,2.015,0,0,0,0,0
8/24/2006,1.31,2.1,5,1.8,0.2,23.3,13
8/25/2006,1.48,2.11,4,17.2,12,2.6,0
8/26/2006,1.4,2.415,0,29.3,0.7,0.3,42
8/27/2006,1.37,2.085,6,13.2,0.3,2.6,0
8/28/2006,1.4,1.9,0,0,1.5,0,0
8/29/2006,1.335,1.825,0,0,0.3,0,0
8/30/2006,1.325,1.705,0,0,0,0,0
8/31/2006,1.315,1.69,0,5.1,0,0,0
9/1/2006,1.345,1.805,0,0,0,0.2,0
9/2/2006,1.335,1.805,9,5.2,0,0,0
9/3/2006,1.34,1.74,9,0,2.1,3.5,0
9/4/2006,1.375,1.69,16,3.2,2.2,0,0
9/5/2006,1.34,1.71,14,12,0,0,0
9/6/2006,1.385,1.635,0,0,0,5.5,0
9/7/2006,1.34,1.59,0,1.2,8.7,1,0
9/8/2006,1.32,1.61,3,0,0.2,0,0
9/9/2006,1.285,1.61,0,0,0,0,0
9/10/2006,1.3,1.645,0,0,0,0,1.5
9/11/2006,1.33,1.69,0,0.5,0,0,0
9/12/2006,1.31,1.71,19.5,9.4,0.8,1,0
9/13/2006,1.41,2.11,0,0,0.1,0,19
9/14/2006,1.4,1.975,0,0.6,0,0,0
9/15/2006,1.33,1.355,0,0.1,1.9,0,0
9/16/2006,1.325,1.34,0,0,0,0,0
9/17/2006,1.32,1.345,0,3.5,0.1,0,2.2
9/18/2006,1.36,1.3,3,0.8,4,7,0
9/19/2006,1.325,1.3,0,0,0,0,0
9/20/2006,1.365,1.975,0,0,0.5,0,0
9/21/2006,1.34,2.245,9,16.7,0.5,0,2.7
9/22/2006,1.445,2.42,0,0,1.2,0,0
9/23/2006,1.39,2.39,0,0,0,0,4.5
9/24/2006,1.39,2.41,0,0,0,0,0
9/25/2006,1.33,2.4,0,0,3.2,0.4,0
9/26/2006,1.305,1.945,0,0,0,0,0
9/27/2006,1.285,1.875,0,0,0,0,0
9/28/2006,1.275,1.785,0,0,0,0,0
9/29/2006,1.28,1.76,0,0,0.1,0,0
9/30/2006,1.27,1.61,0,0,0,0,53.5
10/1/2006,1.28,1.68,0,0,0,0,0
10/2/2006,1.35,2.71,0,0,0,0,0
10/3/2006,1.345,2.28,0,0,0,0,0
10/4/2006,1.375,3.195,0,0,0,0,0
10/5/2006,1.35,2.73,0,0,0,0,0
10/6/2006,1.325,1.895,0,0,0,0,0
10/7/2006,1.285,1.635,0,0,0,0,0
10/8/2006,1.28,1.64,0,0,0,0,0
10/9/2006,1.28,1.745,0,0,4.4,0,0
10/10/2006,1.28,1.75,39,1.1,1.7,2,25
10/11/2006,1.325,1.935,15,12.9,2.9,22.9,0
10/12/2006,1.395,1.71,56,45.2,20,40.8,15
10/13/2006,1.69,2.035,20,0,24.4,0.1,0
10/14/2006,1.565,1.625,34,2.9,12.2,3,8.7
10/15/2006,1.655,1.935,5,15.2,2,10,10.5
10/16/2006,1.63,2.395,5,3.4,0,37,7.3
10/17/2006,1.54,2.105,0,0,0.2,1.5,0
10/18/2006,1.495,1.91,0,0,0.3,44.3,0
10/19/2006,1.67,2.3,14.5,0.6,16,13.2,2.1
10/20/2006,1.84,1.935,6,0,16,6.1,0
10/21/2006,1.555,1.745,30,34,10,10,11.7
10/22/2006,1.87,2.05,0,0,0.4,2.2,0
10/23/2006,1.745,2.245,8,0,10,10,5
10/24/2006,1.825,1.81,5,0,0,0,0
10/25/2006,1.65,1.765,8,34.2,0,0,0
10/26/2006,1.595,2.7,78,1.9,34.1,15.4,4.5
10/27/2006,1.66,1.935,0,3.2,2.2,7.5,0
10/28/2006,1.66,2.43,0,15.2,0,10,34.4
10/29/2006,1.795,2.94,0,0,0.3,5.8,0
10/30/2006,1.815,3.425,10,0,1.7,14.6,0
10/31/2006,2.205,3.965,0,0,17.6,31,14.5
11/1/2006,1.955,2.96,0,11.5,16,8.3,0
11/2/2006,1.955,2.595,0,0,48,10,0
11/3/2006,1.925,2.445,20,3.4,0.2,7.5,0
11/4/2006,2,2.36,0,0,0,0,0
11/5/2006,1.87,2.325,0,1.2,0,0,0
11/6/2006,1.765,2.305,66,31.1,27.3,3.3,3.1
11/7/2006,2.32,2.5,16,32.3,68,37.5,1.7
11/8/2006,3.08,3.35,18,8.1,0.5,10.5,2.2
11/9/2006,2.465,3.465,54,10.9,3.4,9.3,37
11/10/2006,3.395,2.92,0,0,0,0,0
11/11/2006,2.415,3.14,0,10.7,0,0,22.5
