DATE,Colorado,Puerto_Libre,21230120,23060260,23065120,23060200,23060190
7/25/2008,1.57,1.61,0,0,0.4,0,0
7/26/2008,1.48,1.57,0,2.1,0.1,0.8,0
7/27/2008,1.49,1.545,0,0,0.1,2.4,0
7/28/2008,1.505,1.78,0,0,0,0,0
7/29/2008,1.44,1.825,0,0,1.7,0,0
7/30/2008,1.545,1.765,28,10.1,0.4,2.4,111
7/31/2008,1.625,1.895,0,0,,0,0
8/1/2008,1.645,1.895,8,4.1,1,4.4,16.6
8/2/2008,1.625,2.885,5,0,0,0,28.2
8/3/2008,1.595,2.2,0,7.2,0.3,0,0
8/4/2008,1.535,2.06,0,0,0,0,0
8/5/2008,1.475,1.955,0,4.1,0,0,17
8/6/2008,1.475,1.955,5,0.1,0,0.3,0
8/7/2008,1.375,1.94,0,0,0,0,8.2
8/8/2008,1.32,1.895,0,0,0,0,0
8/9/2008,1.48,1.86,0,0,0,0,0
8/10/2008,1.4,1.885,8,2.8,3.8,6.4,0
8/11/2008,1.59,2.02,0,2.2,1.1,0,0
8/12/2008,1.57,2.13,0,2.7,12,17.1,35.5
8/13/2008,1.565,2.09,0,0,0,0,0
8/14/2008,1.595,3,8,2,5.8,3,3
8/15/2008,1.41,2.7,0,1.1,20.1,5,0
8/16/2008,1.43,2.665,8,7.8,19.7,25.3,13.3
8/17/2008,1.89,2.475,10,24.8,7,18,10
8/18/2008,1.65,2.375,18,7.7,20.1,15,0
8/19/2008,1.885,2.28,0,27.2,0,5,0
8/20/2008,2.02,2.195,10,28.3,0,7,0
8/21/2008,2.06,2.615,48,0,4,1.5,47
8/22/2008,2.14,2.38,22,13.7,23.6,13.6,23
8/23/2008,3.04,3.235,37,33.8,25,19,0
8/24/2008,2.93,3.15,0,5.8,6.8,4.5,0
8/25/2008,2.77,2.6,0,0,3.1,27,0
8/26/2008,2.45,2.595,0,0,6.9,6.5,0
8/27/2008,2.59,2.3,10,4.5,10.8,6,14.2
8/28/2008,2.34,3.59,9,27.2,11.2,2.4,0
8/29/2008,2.565,2.825,7,3.3,5.3,8,0
8/30/2008,2.9,4.035,0,0,3.7,0,0
8/31/2008,2.95,2.715,0,3.2,0,0,0
9/1/2008,2.75,,2.2,2.1,1.2,2.5,0
9/2/2008,2.94,,7,37.6,6.2,5.3,0
9/3/2008,2.15,,26,13,7.1,28.8,14
9/4/2008,2.095,2.49,8.5,6,20.1,17,0
9/5/2008,2.085,2.15,0,0,0,0,0
9/6/2008,1.99,2.125,0,8.3,0,0,0
9/7/2008,1.95,2.09,0,0,0,0,0
9/8/2008,1.79,2.015,0,0,0,0,0
9/9/2008,1.69,1.925,0,0,0,0,0
9/10/2008,1.635,1.915,0,0,0,0,0
9/11/2008,1.585,1.9,0,0,0,0,0
9/12/2008,1.565,1.83,0,0,0,0,0
9/13/2008,1.545,1.815,0,0,0,0,0
9/14/2008,1.52,1.785,0,0,0,0,0
9/15/2008,1.45,1.76,0,1.6,0.4,0,0
9/16/2008,1.47,1.71,9,0,0.4,0,0
9/17/2008,1.435,1.745,0,0,0,0,0
9/18/2008,1.43,1.72,4,0,3.5,2.5,0
9/19/2008,1.66,1.74,0,0,20.2,13,0
9/20/2008,1.69,1.72,0,0,0,2.3,2.5
9/21/2008,1.495,1.665,0,0,0,0.3,0
9/22/2008,1.415,1.695,0,0,0,0,0
9/23/2008,1.4,1.645,0,4,20.6,26.3,0
9/24/2008,1.705,1.675,19,27,0.4,1,13.5
9/25/2008,1.645,,0,0,0,0,0
9/26/2008,1.59,,0,10.9,7.4,9.5,0
9/27/2008,1.585,,0,0,1.5,0.6,10
9/28/2008,1.84,,5,3.6,5.7,7,0
9/29/2008,1.815,,0,0,0,0,0
9/30/2008,1.615,,0,3.3,0.2,0,2.2
10/1/2008,1.845,1.795,0.4,0,0,0,0
10/2/2008,1.635,1.795,0.2,0,2,0,0
10/3/2008,1.615,1.845,3.5,0,1.3,30,0
10/4/2008,1.87,1.92,0.2,7.3,52.3,34,0
10/5/2008,1.85,1.84,24.5,6.2,8.6,10,9.5
10/6/2008,2.195,1.755,18.2,1.2,3.5,11.2,0
10/7/2008,2.165,2.15,17,11.1,2.7,6,6.3
10/8/2008,2.135,1.91,0,0,0,0,0
10/9/2008,1.895,1.94,0,7.8,14.6,7.2,57.8
10/10/2008,2.01,1.94,14,3.4,1,14.3,30
10/11/2008,2.09,2.175,48.5,40.9,1.6,53.3,65
10/12/2008,4.205,3.735,0,0.9,0,0.3,0
10/13/2008,2.87,2.985,5,6,12.6,47.1,0
10/14/2008,,2.7,0,6.5,5.6,18.5,0
10/15/2008,3.44,2.87,,24.4,14.6,5.8,54
10/16/2008,2.69,2.925,6,44.6,22.3,0.5,0
10/17/2008,3.39,3.395,0,0,2,0,3.8
10/18/2008,2.58,2.905,0,18.2,0,0,2.9
10/19/2008,2.57,3.09,14.6,4.7,1.4,2,7.8
10/20/2008,2.74,3.01,5,0,1.8,1.3,3.4
10/21/2008,2.64,3.195,0,0,0,0,0
10/22/2008,2.515,2.98,0,10.5,0,2.1,0
10/23/2008,2.22,2.85,0,0,0,0,0
10/24/2008,2.145,2.785,0,0,0,0,0
10/25/2008,2.205,2.905,15.5,5.4,17.6,25.7,2.8
10/26/2008,2.09,2.61,6,0,3,3.5,25.5
10/27/2008,2.27,2.445,4,7.4,4.6,9.2,24.5
10/28/2008,,3.11,24,0,17.2,6,5.6
10/29/2008,2.3,3.255,0,3.4,0,0,0
10/30/2008,2.16,2.475,6,2.3,0,3,0
10/31/2008,2.17,2.21,20,4.3,2.7,,2.2
11/1/2008,2.23,3.225,60,22.9,16,45,2.9
11/2/2008,3.15,3.485,27,10.5,12,22.8,3.4
11/3/2008,2.775,3.255,18,0,14.5,25,19.5
11/4/2008,2.765,2.845,5,3.1,2.1,4,0
11/5/2008,2.555,2.605,0,0.7,0,0.4,0
11/6/2008,2.48,2.415,0,5.1,8.7,2.5,0
11/7/2008,2.79,3.05,76,0.5,2.1,4.5,25.5
11/8/2008,2.745,3.19,0,0,3.4,1.5,0
11/9/2008,2.25,2.445,4.5,2.8,0,0,0
11/10/2008,2.58,2.445,0,0.4,5.4,2.2,0
11/11/2008,2.52,2.36,10,13.4,26.3,5,35.5
11/12/2008,2.635,2.515,7.5,0,5.8,12.5,0
11/13/2008,2.99,2.495,4.6,15.9,4.8,11,0
11/14/2008,2.595,2.195,5.5,3,1.6,0.6,12.2
11/15/2008,2.595,2.9,20,9.7,4.4,22,0
11/16/2008,2.8,2.835,0,16.4,6.2,25,0
11/17/2008,2.56,2.765,0,8.3,9.7,42.2,11.5
11/18/2008,2.74,2.825,6.6,0,25.7,5,0
11/19/2008,2.39,2.875,0,0,0.5,25.9,22.3
11/20/2008,2.515,3.11,18,8.6,10.2,38.5,0
11/21/2008,3.585,4.225,11.5,7.2,0.5,4.3,22.5
11/22/2008,2.425,3.01,14,19.8,4,5,0
11/23/2008,3.145,3.06,0,2.9,0,0.2,2.5
11/24/2008,2.495,3.185,0,1,0,0,21
11/25/2008,2.51,2.91,16,54.6,42.2,43.4,9
11/26/2008,4.28,3.845,26.5,34.3,5.4,11.5,3
11/27/2008,3.17,3.365,14,0.6,5.8,4.7,0
11/28/2008,3.255,3.475,7.5,0,20.2,13.3,1.9
11/29/2008,3.575,3.295,8,0,5.6,7.3,
11/30/2008,3.02,3.14,3,0,,3,2
12/1/2008,2.835,3,5,7.6,28.1,6,0
12/2/2008,2.715,2.865,2,9.7,2,6,3.3
12/3/2008,2.55,2.75,7,1.3,7.7,7.3,0
12/4/2008,2.55,3.195,0,9.4,6.3,16.5,2.8
12/5/2008,2.56,3.12,0,1.6,0,0.3,0
12/6/2008,2.355,2.905,0,7.4,0.1,0.2,0
12/7/2008,2.52,2.75,15.4,16.5,3.5,2,5
12/8/2008,2.63,2.69,0,0,0,0,0
12/9/2008,2.21,2.63,0,0,0,0,0
12/10/2008,2.19,2.61,0,0,0,0,0
12/11/2008,2.07,2.575,2,0,2.2,3,0
12/12/2008,2.35,2.62,5.8,0,1.7,3,0
12/13/2008,2.19,2.55,2.7,0.9,8.5,1,0
12/14/2008,2.1,2.555,0,5.4,2.1,3.9,16.2
12/15/2008,2.38,2.505,0,20.5,1,54,0
12/16/2008,2.66,2.765,0,0,0,0,0
12/17/2008,2.105,2.295,0,0,0,0,0
12/18/2008,2.035,2.3,0,0,0,0.3,0
12/19/2008,1.98,2.2,0,0,4.2,5.9,0
12/20/2008,2.185,2.265,3.5,2.5,4.8,1.6,0
12/21/2008,2.125,2.215,0,0,14.8,3.8,0
12/22/2008,2.06,2.145,0,0,4.7,3.5,0
12/23/2008,2.235,2.11,3,0,16,2,3.7
12/24/2008,1.945,2.21,8,2.5,9.4,0,0
12/25/2008,2.16,2.19,0,0,0,1.2,0
12/26/2008,1.885,2.105,0,0,0,0,0
12/27/2008,1.895,2.205,0,0,0,0,0
12/28/2008,1.81,2.15,0,0,6.1,0,0
12/29/2008,1.795,2.225,0,0,2.5,34.5,0
12/30/2008,1.945,2.23,5,13.4,0,41,0
12/31/2008,2.09,2.265,0,10.5,0,0,5.8
1/1/2009,2.135,2.19,0,0,0,0,0
1/2/2009,1.835,2.165,0,10.9,0,0,0
1/3/2009,1.84,2.115,0,0,0,0,0
1/4/2009,2.01,2.11,14.3,16.4,0.4,0,0
1/5/2009,1.9,2.02,5.3,10.2,0,3.5,2.6
1/6/2009,2.315,1.995,0,1.1,0,0,0
1/7/2009,2,2.035,0,0,0,0.6,0
1/8/2009,1.86,2.015,3.3,12.2,0,0,0
1/9/2009,2.09,2.02,0,0,0,0,0
1/10/2009,1.995,1.975,0,2.3,0,0,0
1/11/2009,1.895,1.97,0,0,0,0,0
1/12/2009,1.81,2.1,0,6.1,0,0,0
1/13/2009,2.08,2.135,0,5.2,0,0.5,0
1/14/2009,1.915,2.125,0,0,0.1,0,0
1/15/2009,1.87,2.095,0,20.1,19.2,17,0
1/16/2009,2.02,2.59,5,0,4.3,3,3.8
1/17/2009,2.475,2.92,13.5,1.2,0.1,0,0
1/18/2009,1.965,2.795,9.3,0,0,0.2,0
1/19/2009,2.015,2.735,5.4,8.1,24.5,2,0
1/20/2009,2.605,2.695,0,2.4,0.2,12,0
1/21/2009,2.33,2.645,0,0,2.4,0,2.2
1/22/2009,2.095,2.525,31.5,21.3,0,0.4,0
1/23/2009,2.3,2.6,52.8,,4.5,12.3,0
1/24/2009,2.12,2.19,7.6,3.3,1,2.5,3.3
1/25/2009,2.155,2.145,0,3.2,0,2,0
1/26/2009,2.04,2.115,5.3,0,4.6,12,0
1/27/2009,2.05,2.095,2,2.6,0,4.3,4.8
1/28/2009,2.025,2.125,0,13.3,1.6,2,0
1/29/2009,1.84,2.095,18.6,19.6,0,2.5,0
1/30/2009,2.18,3,4.3,34.7,0,2.3,8.8
1/31/2009,2.47,2.745,22,1.2,9,0.7,0
2/1/2009,2.035,2.605,0,0,0,0,0
2/2/2009,1.915,2.415,0,0,0,0,0
2/3/2009,1.835,2.36,0,0,0,0,0
2/4/2009,1.805,2.49,3.5,2.4,0,0,1.9
2/5/2009,1.835,2.39,16.4,8.3,0,0,0
2/6/2009,2.425,2.69,0,17.2,21,12.6,2.8
2/7/2009,2.29,2.09,7.4,48.5,22.7,10,0
2/8/2009,2.345,2.26,0,0,0,0,0
2/9/2009,1.67,1.985,0,12.5,18.5,19.5,0
2/10/2009,2.325,,1.5,0,0,0,0
2/11/2009,2.195,,29.5,3.7,0,2.4,12
2/12/2009,2.285,,3.3,0,0,0.4,6.3
2/13/2009,1.985,,9.6,0,16.2,20.5,0
2/14/2009,2.215,,0,1.9,6,25,0
2/15/2009,2.15,,0,0,2.3,20,0
2/16/2009,2.205,,0,5.9,2.9,21,0
2/17/2009,2.325,,3.6,3.2,1.3,2.7,9.8
2/18/2009,2.285,,0,0,0,0,2.2
2/19/2009,2.195,,0,19.9,0,27.3,0
2/20/2009,2.37,,0,16.6,6.2,0,0
2/21/2009,2.115,2.295,0,5.4,0,0,0
2/22/2009,1.715,2.09,8.4,4.4,0,3.5,0
2/23/2009,2.605,2.33,13.5,0,3.2,12.7,5.6
2/24/2009,2.255,2.415,0,0,10.2,4.7,0
2/25/2009,2.105,2.14,0,0,35.7,8,0
2/26/2009,2.415,,3.6,13.4,4.2,5,0
2/27/2009,2.5,,2.3,4.4,0,9.8,0
2/28/2009,2.205,,0,3.2,0,2.5,6.8
3/1/2009,2.03,2.005,0,0,0,0,0
3/2/2009,1.95,2.13,0,0,0,0,0
3/3/2009,1.93,2.175,22,0,0,1.7,2.2
3/4/2009,1.98,2.125,5,0,0,0,1.8
3/5/2009,2.165,2.075,0,0,0.3,0,0
3/6/2009,2.045,2.035,6.2,65.6,0.6,29.5,87.5
3/7/2009,2.08,2.045,0,0,0.6,24.2,0
3/8/2009,1.99,2,0,3.5,17.2,8.6,0
3/9/2009,1.715,2.14,0,7.2,4.5,13,3
3/10/2009,1.895,2.1,0,1.7,3.8,15.5,0
3/11/2009,2.265,2.07,0,0,2.2,2,0
3/12/2009,2.37,,6.2,0,0.2,0,0
3/13/2009,2.595,,0,0,0,1,0
3/14/2009,2.155,2.105,0,0,34.7,7,0
3/15/2009,2.445,,0,2.7,1.3,0,0
3/16/2009,2.13,2.115,1.1,2.2,0,0,0
3/17/2009,1.96,2.225,11,5.3,17.4,10.6,43
3/18/2009,2.7,2.14,14.3,7.5,2.7,13.7,10.5
3/19/2009,3.02,3.805,0,2.5,0,12.7,34.5
3/20/2009,2.055,4.135,3.1,11.2,0.5,0,23
3/21/2009,1.86,3.575,40,0,18.5,9.1,0
3/22/2009,2.655,3.45,31.8,26.7,15.8,10.9,28.8
3/23/2009,3.74,3.105,0.5,0,3.7,0.1,0
3/24/2009,2.765,3.08,20,18.4,11.8,23.9,
3/25/2009,3.59,3.53,22.5,20.7,21.6,12.2,24.8
3/26/2009,2.715,3.475,8.2,0,0.5,12.2,11
3/27/2009,2.1,2.935,4.2,8.2,22,20,3.4
3/28/2009,2.38,2.82,6.7,7.5,8,23.4,0
3/29/2009,2.68,2.84,0,19.6,4.5,0,4
3/30/2009,2.515,2.765,31.5,7.9,1.6,0,51.5
3/31/2009,3.1,2.78,8.2,22.8,1.1,16,14.5
4/1/2009,2.8,3.185,52,16.8,5.5,75.6,8
4/2/2009,3.295,3.075,21,0,0.2,14,0
4/3/2009,2.835,2.87,8.5,14.2,2.3,2,16.5
4/4/2009,3.07,3.22,0,3,0,0,0
4/5/2009,2.385,2.61,0,32.6,0,0,0
4/6/2009,2.25,2.43,0,0,0,0,0
4/7/2009,2.33,2.29,20,0,26.5,38.5,10
4/8/2009,2.66,,4.2,0,6.7,14.6,0
4/9/2009,2.47,,5.4,5.2,1,0,0
4/10/2009,2.625,,0,2.6,1.5,8,0
4/11/2009,2.425,,5.8,5.4,3.9,29,7
4/12/2009,2.9,3.31,15,0,13.4,35,
4/13/2009,2.5,2.505,5.2,15.2,20,0,15.5
4/14/2009,2.635,3.09,9.7,39.6,3.7,14,4.8
4/15/2009,3.25,2.775,2,0,0.3,0.3,0
4/16/2009,2.32,2.49,0,0,1.1,3,0
4/17/2009,2.17,2.295,0,0,0,0,0
4/18/2009,2.5,2.21,0,0,3.5,0,0
4/19/2009,2.025,2.21,0,0,0,0,0
4/20/2009,1.955,2.425,0,1.1,0,0.5,0
4/21/2009,1.95,2.305,0,0,0.1,0,0
4/22/2009,1.85,2.415,0,0,0.4,0,0
4/23/2009,1.91,2.205,7.2,65.5,8.5,0,58.2
4/24/2009,2.2,2.415,0,0,0.1,3,0
4/25/2009,2.125,2.28,0,0,0.5,4.6,0
4/26/2009,2.19,2.175,0,0,0.1,0,0
4/27/2009,1.91,2.09,0,0,0,0,0
4/28/2009,1.925,2.015,0,0,0,1,0
4/29/2009,1.905,1.965,55.2,20.1,1,0.5,6.5
4/30/2009,2.24,3.88,0,1.8,0.4,0,79
5/1/2009,1.91,3.23,11.5,19.8,0,40,8.8
5/2/2009,3.055,3.845,36.2,12.1,8.1,4.7,39.7
5/3/2009,2.785,3.755,35.8,54.1,2.7,10.5,10
5/4/2009,3.1,3.81,12,2.5,13.6,0.1,0
5/5/2009,2.535,2.765,27,7.1,0,5.5,0
5/6/2009,2.67,2.74,36,0,1.8,10,0
5/7/2009,2.51,2.87,0,0,4,3,35
5/8/2009,2.355,2.875,6,0,0,0,0
5/9/2009,2.245,2.73,0,0,0,0,0
5/10/2009,2.09,2.66,0,0,0,0,0
5/11/2009,2.065,2.42,0,5.4,0,0,0
5/12/2009,1.915,2.805,0,3.3,0,0,0
5/13/2009,2.04,2.58,6.2,1,0,0,0
5/14/2009,2.17,2.455,0,,0,0,0
5/15/2009,1.94,2.18,13.5,3.7,0,8,0
5/16/2009,2.195,2.1,7,3.9,0,21.3,0
5/17/2009,2.625,2.355,35,9.6,3.6,27.3,39.8
5/18/2009,2.33,2.195,36,0,4.8,0,0
5/19/2009,2.23,2.065,0,0,0,0,0
5/20/2009,1.865,2.095,0,0,0,0,0
5/21/2009,1.79,2.12,0,0,1.4,0.4,0
5/22/2009,1.75,2.06,0,0,0,0,0
5/23/2009,1.725,2.1,0,0,0,0,0
5/24/2009,1.705,2.095,0,0.5,0,0,0
5/25/2009,1.675,2.32,0,0,0,0,0
5/26/2009,1.635,1.915,0,0,0,0.9,0
5/27/2009,1.62,1.905,0,0,0,0,0
5/28/2009,1.675,2.075,0,0,0,0.6,0
5/29/2009,1.615,1.905,0,0,0,0,0
5/30/2009,1.71,1.845,0,0,0,0,0
5/31/2009,1.61,2.08,0,6.5,0,0,0
6/1/2009,1.53,2,0,0,0,0,0
6/2/2009,1.5,1.96,0,0,0,0,0
6/3/2009,1.47,1.645,0,0,0,0,0
6/4/2009,1.515,1.61,0,0,0,2.1,0
6/5/2009,1.49,1.675,7,6.5,0,2.9,0
6/6/2009,1.545,1.61,0,0,0,0,0
6/7/2009,1.475,1.515,17.5,18.3,0,14,0
6/8/2009,1.66,1.755,0,0,0.1,0,0
6/9/2009,1.505,1.83,2,0,1,0,0
6/10/2009,1.86,1.71,2.5,24.2,0,1.5,0
6/11/2009,1.625,1.825,5,4.3,9.4,0,0
6/12/2009,1.68,1.655,0,7.6,0.4,1.3,0
6/13/2009,1.545,1.655,0,0,0,3.2,
6/14/2009,1.535,1.62,26,16.4,0,8.2,12
6/15/2009,1.895,1.765,0,0,10.3,77.1,0
6/16/2009,1.66,1.54,0,0,0,0,0
6/17/2009,1.5,1.485,0,0,0,0,0
6/18/2009,1.62,1.65,0,0,0,0,0
6/19/2009,1.475,1.585,0,0,0,0,0
6/20/2009,1.56,1.94,0,4.9,0,0,0
6/21/2009,1.47,1.645,0,0,1.2,0,5
6/22/2009,1.92,2.075,2,0,3.2,9.2,2.5
6/23/2009,1.635,1.81,0,1.4,0,4.4,0
6/24/2009,1.675,1.705,0,0,0,0,0
6/25/2009,1.505,1.905,0,0,0,0,0
6/26/2009,1.495,1.775,0,0,0,0,0
6/27/2009,1.45,1.715,0,0,0,0,0
6/28/2009,1.45,1.74,0,0,0,0,
6/29/2009,1.44,1.79,2,11.4,0,0,50
6/30/2009,1.705,1.8,,1.9,0,0,0
7/1/2009,1.67,1.725,0,0,1.7,0.6,7
7/2/2009,1.525,1.61,0,0,0,0,0
7/3/2009,1.58,1.59,0,0,0,0,0
7/4/2009,1.79,1.565,0,0,0,0,0
7/5/2009,1.425,2.005,0,0,0,0,0
7/6/2009,1.42,1.9,0,0,0,0,0
7/7/2009,1.43,1.785,0,0,0,0,0
7/8/2009,1.4,1.675,5,5.4,0,4,0
7/9/2009,1.42,1.595,0,0,0,0,0
7/10/2009,1.385,1.64,0,0,0,0,0
7/11/2009,1.39,1.65,0,0,0,0,0
7/12/2009,1.365,1.62,27,1.1,0,0,0
7/13/2009,1.6,1.545,0,0,0,0,0
7/14/2009,1.335,1.62,0,0,0,0,0
7/15/2009,1.35,1.695,0,0,0,0,0
7/16/2009,1.35,1.625,0,0,1.4,0,0
7/17/2009,1.34,1.57,0,0,0,0,0
7/18/2009,1.325,1.605,0,0,0,0,0
7/19/2009,1.315,1.63,0,0,0,0,0
7/20/2009,1.31,1.585,0,0,0,0,0
7/21/2009,1.325,1.755,3.5,0,4.3,24.5,0
7/22/2009,1.415,1.635,0,7.5,0,0,0
7/23/2009,1.435,1.565,6.6,0,0,0,3.8
7/24/2009,1.38,1.555,0,0,0,0,0
7/25/2009,1.37,1.5,0,0,0,0,0
7/26/2009,1.365,1.525,0,0,0,0,0
7/27/2009,1.39,1.53,0,0,0,0,0
7/28/2009,1.395,1.545,0,0,0,0,0
7/29/2009,1.39,1.485,0,0,0,0,0
7/30/2009,1.38,1.51,0,0,0,0,0
7/31/2009,1.37,1.6,0,0.2,0,0,0
8/1/2009,1.395,1.515,0,0,0,2,0
8/2/2009,1.385,1.495,0,0,0,0,0
8/3/2009,1.385,1.475,0,0,0,0,0
8/4/2009,1.365,1.47,0,0,0,0,0
8/5/2009,1.365,1.54,0,0,0,0,0
8/6/2009,1.36,1.505,0,0,0,0.3,0
8/7/2009,1.375,1.51,0,2.7,0,0,0
8/8/2009,1.395,1.615,0,0,0.3,0,0
8/9/2009,1.39,1.545,0,0,0,0,0
8/10/2009,1.37,1.65,0,0,0,0.3,0
8/11/2009,1.365,1.58,0,0,0,0,0
8/12/2009,1.36,1.55,9.7,0,0,0,0
8/13/2009,1.355,1.655,0,0,0,0,0
8/14/2009,1.365,1.775,0,0,0,0,0
8/15/2009,1.355,1.655,2.5,0,0,0.5,6.5
8/16/2009,1.365,1.65,23.6,3.4,0,1.5,20
8/17/2009,1.505,1.83,4.7,17.1,0,0,0
8/18/2009,1.45,1.85,0,0,0,0.2,50
8/19/2009,1.52,1.92,0,0,0.1,16.3,0
8/20/2009,1.35,2.1,0,0,4,9.7,33
8/21/2009,1.655,2.22,2,0,1.7,1.2,1.8
8/22/2009,1.55,1.97,3.7,0,4.5,17.5,0
8/23/2009,1.385,2.08,12,0,0,0,15
8/24/2009,1.355,2.135,0,0,0,0,0
8/25/2009,1.25,2.18,0,0,0,0,0
8/26/2009,1.38,2.025,0,0,0,0,0
8/27/2009,1.285,2.195,0,0,0,0,0
8/28/2009,1.27,2.09,0,0,0,0,0
8/29/2009,1.255,2.125,0,0,0,0,0
8/30/2009,1.265,2.085,0,0,0,1.5,0
8/31/2009,1.28,1.92,0,0,0,0,0
9/1/2009,1.285,1.865,0,,0,0,0
9/2/2009,1.245,1.815,0,,0,0,0
9/3/2009,1.27,1.74,0,,0,0,0
9/4/2009,1.245,1.61,0,,0,0,0
9/5/2009,1.245,1.615,0,,0,0,0
9/6/2009,1.23,1.585,0,,0,0,0
9/7/2009,1.255,1.565,0,,9,8.5,0
9/8/2009,1.255,1.54,0,,0,0,0
9/9/2009,1.21,1.49,0,,0,0,0
9/10/2009,1.245,1.455,0,,0,0,0
9/11/2009,1.245,1.465,0,,0,0,0
9/12/2009,1.225,1.43,0,,0,0,0
9/13/2009,1.225,1.58,0,,9,14.5,0
9/14/2009,1.27,1.5,0,,1.2,4,8
9/15/2009,1.27,1.68,0,,0.9,12.5,0
9/16/2009,1.77,2.13,12,,8.7,9.2,23.5
9/17/2009,1.395,1.93,5,,2,5,0
9/18/2009,1.55,2.12,0,,0,0,0
9/19/2009,1.275,1.945,0,,0,0,0
9/20/2009,1.285,1.785,0,,0,0,0
9/21/2009,1.34,1.66,0,,0,0,0
9/22/2009,1.225,1.495,0,,0,0,0
9/23/2009,1.235,1.475,0,,0,0,0
9/24/2009,1.28,1.335,0,,0,0,0
9/25/2009,1.26,1.33,0,,0,0,0
9/26/2009,1.21,1.34,0,,0,0,0
9/27/2009,1.235,1.32,0,,0,0,0
9/28/2009,1.26,1.305,0,,0,0,0
9/29/2009,1.25,1.29,0,,0,0,0
9/30/2009,1.265,1.28,0,,0,0,0
10/1/2009,1.215,1.265,0,0,0,0,0
10/2/2009,1.205,1.235,3,0,1,0,1.2
10/3/2009,1.215,1.395,2,1.3,1,0,0
10/4/2009,1.22,1.395,1,0,0,0,0
10/5/2009,1.215,1.325,0,0.7,0,0,17.5
10/6/2009,1.22,1.285,0,0,0,0,0
10/7/2009,1.25,1.26,0,8.3,0,0.9,0
10/8/2009,1.22,1.215,26.9,,0,0,0
10/9/2009,1.235,1.35,9,0,0,0,0
10/10/2009,1.22,1.775,14.3,6.2,26,0.4,71.6
10/11/2009,1.425,1.885,17.2,27,16,10,0
10/12/2009,1.525,1.73,0,24.2,17.2,58.8,0
10/13/2009,1.495,1.62,17.3,7.2,23.5,37.3,42.2
10/14/2009,1.28,1.595,57,72.2,0,29,0
10/15/2009,1.82,2.155,0,0,2.3,9.8,0
10/16/2009,1.385,2.415,0,0,0,0,0
10/17/2009,1.235,2.345,2,0,0,0,0
10/18/2009,1.31,2.205,8.6,33.3,42.1,34,10
10/19/2009,1.835,1.92,0,10.2,0,20.4,0
10/20/2009,2,2.115,20,0,0,14,8.7
10/21/2009,1.85,2.045,0,0,0.3,9.7,0
10/22/2009,1.38,1.815,2,28.4,0,4,0
10/23/2009,1.405,1.7,45.5,36.4,0,6,2.8
10/24/2009,2.61,1.595,30,28.4,3.4,13.7,13
10/25/2009,2.17,2.19,0,0,0,0,0
10/26/2009,1.76,1.85,0,0,0,0,0
10/27/2009,1.505,2.08,0,0.7,6,18.3,0
10/28/2009,1.49,1.995,0,0,0,0,0
10/29/2009,1.505,1.94,13.5,0.2,0.1,0,6.3
10/30/2009,1.935,3.325,0,0,0,0,0
10/31/2009,1.53,2.845,23,14.4,0,0,14.3
11/1/2009,1.99,2.5,16,9,4.3,,8.3
11/2/2009,1.895,2.1,20,7.4,2.7,,4.8
11/3/2009,1.765,1.935,0,1.9,22,,0
11/4/2009,1.69,1.87,54.5,15.4,0.5,,14.7
11/5/2009,2.18,2.2,3,0.9,3.7,,2.1
11/6/2009,2.02,2.365,0,16.8,5,,0
11/7/2009,1.74,2,0,0,1,,0
11/8/2009,1.645,1.935,5,6.4,14,,83.5
11/9/2009,1.77,1.885,16,3.9,1.3,,0
11/10/2009,1.76,1.925,0,0,0,,0
11/11/2009,1.585,1.945,0,30.5,0,,16.5
11/12/2009,1.725,2.04,0,3.4,2,,2.4
11/13/2009,1.625,1.98,0,0,0,,4.7
11/14/2009,1.525,2.08,10,26,0,,0
11/15/2009,1.625,2.085,4.5,0,7.5,,16.9
11/16/2009,1.69,1.985,6,2.9,1,,12.5
11/17/2009,1.86,2.5,4,0,60,,10
11/18/2009,1.97,2.34,0,9.5,0,,0
11/19/2009,2.04,2.28,0,0,0,,0
11/20/2009,1.88,2.22,0,0,0,,0
11/21/2009,1.67,2.14,0,0,0,,0
11/22/2009,1.555,2.06,0,0,0,,0
11/23/2009,1.495,1.985,15,0,0,,0
11/24/2009,1.585,1.895,0,0,0,,0
11/25/2009,1.48,,46.5,0,0,,9.4
11/26/2009,2.23,,0,13.2,0,,1.6
11/27/2009,1.55,,0,5.6,7,,11.5
11/28/2009,1.69,,8,50.3,0,,0
11/29/2009,2.215,2.405,0,7.1,5,,0
11/30/2009,2.06,2.305,4,2.9,0,,1.8
12/1/2009,2.055,2.035,0,0,0,0,0
12/2/2009,1.785,1.85,0,1.1,0,0,0
12/3/2009,1.98,1.775,0,4.1,0,0,0
12/4/2009,1.585,1.65,5,0,0,0,0
12/5/2009,1.5,1.855,0,0,0,0,0
12/6/2009,1.47,2.155,0,0,0,0,0
12/7/2009,1.41,1.565,0,24.2,0,0,0
12/8/2009,1.38,,0,26.2,0,3.8,53.5
12/9/2009,1.695,,6,2.9,0,9,0
12/10/2009,1.48,,0,2.5,2,0,29.5
12/11/2009,1.895,2.265,8,5.3,0,0,0
12/12/2009,1.875,1.85,3,0,0,0,0
